1,2.0,2.0,0.0305328369140625,1.0,1.0,1.0,2.0,2.0,1.0
2,1.0,2.0,0.4821929931640625,2.0,2.0,1.0,1.0,2.0,1.0
3,2.0,2.0,0.1948699951171875,1.0,2.0,1.0,3.0,2.0,1.0
4,2.0,1.0,0.5842437744140625,2.0,2.0,2.0,2.0,1.0,1.0
5,1.0,1.0,0.7682647705078125,2.0,1.0,2.0,2.0,2.0,1.0
6,2.0,1.0,0.2000579833984375,1.0,1.0,1.0,3.0,2.0,1.0
7,1.0,2.0,0.1944732666015625,1.0,1.0,2.0,2.0,2.0,1.0
8,2.0,2.0,0.4768218994140625,1.0,2.0,1.0,3.0,1.0,1.0
9,2.0,1.0,0.9473724365234375,1.0,1.0,1.0,3.0,2.0,1.0
10,1.0,1.0,0.5642852783203125,2.0,1.0,1.0,1.0,2.0,1.0
11,2.0,2.0,0.1121978759765625,2.0,1.0,2.0,1.0,2.0,1.0
12,1.0,1.0,0.9956207275390625,2.0,1.0,2.0,2.0,2.0,1.0
13,1.0,2.0,0.5721893310546875,1.0,2.0,2.0,2.0,2.0,1.0
14,1.0,1.0,0.2382049560546875,2.0,1.0,2.0,2.0,2.0,1.0
15,1.0,1.0,0.3381805419921875,1.0,1.0,2.0,3.0,1.0,1.0
16,1.0,1.0,0.3984527587890625,1.0,1.0,2.0,2.0,2.0,1.0
17,1.0,2.0,0.8923492431640625,1.0,1.0,1.0,2.0,2.0,1.0
18,1.0,1.0,0.6506500244140625,1.0,1.0,2.0,2.0,2.0,1.0
19,2.0,2.0,0.5651397705078125,2.0,2.0,1.0,1.0,1.0,1.0
20,2.0,1.0,0.9896392822265625,2.0,1.0,2.0,2.0,2.0,1.0
21,2.0,1.0,0.5614166259765625,1.0,1.0,1.0,2.0,2.0,1.0
22,1.0,1.0,0.5636444091796875,2.0,1.0,2.0,3.0,2.0,1.0
23,2.0,1.0,0.8104400634765625,2.0,1.0,1.0,1.0,2.0,1.0
24,1.0,1.0,0.9463043212890625,2.0,1.0,2.0,2.0,2.0,1.0
25,2.0,2.0,0.8715972900390625,1.0,1.0,2.0,3.0,1.0,1.0
26,2.0,1.0,0.3768157958984375,2.0,1.0,2.0,2.0,2.0,1.0
27,2.0,1.0,0.6490325927734375,1.0,1.0,2.0,2.0,1.0,1.0
28,1.0,1.0,0.6188507080078125,2.0,2.0,2.0,2.0,2.0,1.0
29,1.0,1.0,0.9359893798828125,2.0,1.0,2.0,2.0,2.0,1.0
30,2.0,1.0,0.5499420166015625,2.0,1.0,2.0,2.0,2.0,1.0
31,1.0,1.0,0.2215423583984375,2.0,1.0,2.0,3.0,2.0,1.0
32,1.0,2.0,0.5322418212890625,1.0,2.0,2.0,3.0,2.0,1.0
33,2.0,1.0,0.2357635498046875,2.0,1.0,1.0,1.0,2.0,1.0
34,1.0,2.0,0.4794158935546875,2.0,2.0,1.0,1.0,1.0,1.0
35,2.0,1.0,0.9477386474609375,2.0,1.0,1.0,1.0,2.0,1.0
36,2.0,1.0,0.8168182373046875,2.0,1.0,1.0,2.0,1.0,1.0
37,2.0,1.0,0.4961090087890625,2.0,1.0,1.0,2.0,1.0,1.0
38,2.0,2.0,0.9887847900390625,1.0,2.0,2.0,3.0,2.0,1.0
39,1.0,2.0,0.5926971435546875,1.0,2.0,1.0,3.0,2.0,1.0
40,2.0,2.0,0.4168548583984375,2.0,2.0,2.0,2.0,2.0,1.0
41,2.0,2.0,0.1880340576171875,2.0,1.0,1.0,2.0,1.0,1.0
42,2.0,1.0,0.5932464599609375,1.0,2.0,1.0,2.0,1.0,1.0
43,2.0,2.0,0.6774139404296875,2.0,2.0,1.0,3.0,2.0,1.0
44,1.0,1.0,0.2558135986328125,1.0,1.0,2.0,3.0,1.0,1.0
45,2.0,1.0,0.8759918212890625,2.0,1.0,1.0,2.0,2.0,1.0
46,1.0,1.0,0.0984954833984375,1.0,2.0,1.0,2.0,1.0,1.0
47,2.0,1.0,0.5656280517578125,2.0,1.0,1.0,2.0,2.0,1.0
48,1.0,1.0,0.1685638427734375,1.0,2.0,2.0,3.0,2.0,1.0
49,1.0,1.0,0.3199310302734375,1.0,1.0,2.0,3.0,1.0,1.0
50,1.0,1.0,0.2032318115234375,1.0,2.0,1.0,3.0,1.0,1.0
51,1.0,1.0,0.5469207763671875,1.0,1.0,2.0,3.0,1.0,1.0
52,2.0,2.0,0.1032562255859375,2.0,1.0,1.0,3.0,1.0,1.0
53,2.0,2.0,0.7716217041015625,1.0,1.0,1.0,3.0,1.0,1.0
54,2.0,1.0,0.1881866455078125,2.0,1.0,1.0,1.0,2.0,1.0
55,2.0,1.0,0.2765350341796875,1.0,2.0,2.0,1.0,2.0,1.0
56,1.0,1.0,0.9326324462890625,1.0,2.0,2.0,3.0,2.0,1.0
57,1.0,1.0,0.9349212646484375,1.0,2.0,1.0,2.0,1.0,1.0
58,2.0,1.0,0.3845977783203125,2.0,1.0,2.0,2.0,1.0,1.0
59,2.0,1.0,0.1018524169921875,1.0,2.0,2.0,3.0,2.0,1.0
60,2.0,1.0,0.9348907470703125,1.0,1.0,1.0,2.0,1.0,1.0
61,2.0,1.0,0.1760406494140625,1.0,1.0,1.0,3.0,1.0,1.0
62,1.0,1.0,0.1172332763671875,2.0,2.0,2.0,1.0,1.0,1.0
63,1.0,1.0,0.1133270263671875,1.0,2.0,2.0,3.0,2.0,1.0
64,2.0,2.0,0.3060455322265625,1.0,2.0,1.0,2.0,2.0,1.0
65,2.0,1.0,0.8921356201171875,2.0,2.0,2.0,1.0,2.0,1.0
66,2.0,1.0,0.5681915283203125,1.0,1.0,1.0,3.0,1.0,1.0
67,1.0,1.0,0.7767181396484375,1.0,1.0,2.0,2.0,1.0,1.0
68,1.0,1.0,0.2029571533203125,1.0,1.0,2.0,2.0,1.0,1.0
