1,2.0,1.0,0.0305328369140625,1.0,1.0,1.0,2.0,2.0,1.0
2,1.0,2.0,0.1357574462890625,1.0,2.0,1.0,2.0,2.0,1.0
3,1.0,2.0,0.2377471923828125,1.0,1.0,1.0,3.0,2.0,1.0
4,2.0,1.0,0.7090911865234375,1.0,1.0,2.0,2.0,2.0,1.0
5,2.0,1.0,0.4503936767578125,2.0,1.0,1.0,2.0,2.0,1.0
6,1.0,1.0,0.4030609130859375,2.0,2.0,2.0,2.0,2.0,1.0
7,2.0,1.0,0.0261077880859375,1.0,1.0,1.0,3.0,1.0,1.0
8,2.0,2.0,0.9419403076171875,2.0,1.0,2.0,1.0,2.0,1.0
9,1.0,2.0,0.4141082763671875,1.0,2.0,2.0,2.0,2.0,1.0
10,2.0,1.0,0.6608123779296875,1.0,2.0,2.0,1.0,1.0,1.0
11,1.0,2.0,0.3683929443359375,2.0,1.0,2.0,1.0,2.0,1.0
12,2.0,2.0,0.5883941650390625,2.0,2.0,2.0,1.0,1.0,1.0
13,1.0,2.0,0.8726348876953125,2.0,2.0,1.0,2.0,2.0,1.0
14,2.0,2.0,0.6771392822265625,1.0,1.0,1.0,3.0,1.0,1.0
