Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,2651,158.487546921,0,2000.0,-1,158.487546921,0.0,1,0.0,0,158.487546921,SAT,,158.881,
2,1,1008,99.8538639545,0,2000.0,-1,99.8538639545,0.0,1,0.0,1,258.3414108755,SAT,,99.912,
3,2,1008,114.144011021,0,130.81262343411447,-1,114.144011021,0.0,1,0.0,1,372.4854218965,SAT,,114.201,
4,1,2196,577.317188025,0,2000.0,-1,577.317188025,0.0,1,0.0,1,949.8026099214999,SAT,,577.441,
5,3,2196,2070.16973782,0,751.5149453546584,-1,2070.16973782,0.0,1,0.0,1,3019.9723477415,SAT,,2070.259,
