"Validation Configuration ID:1","Instance","OverallObjective","Run #1"
"","example_scenarios/spear/instances/test/qcplin2006.6215.cnf","0.0271999835968","0.0271999835968"
"","example_scenarios/spear/instances/test/qcplin2006.37487.cnf","0.0425899028778","0.0425899028778"
"","example_scenarios/spear/instances/test/qcplin2006.4455.cnf","0.00788998603821","0.00788998603821"
"","example_scenarios/spear/instances/test/qcplin2006.48775.cnf","0.00738883018494","0.00738883018494"
"","example_scenarios/spear/instances/test/qcplin2006.34621.cnf","0.0062620639801","0.0062620639801"
"","Overall Objective On Test Set","0.01826615333557"
