"Problem Instance","Seed","Objective of validation config #1"
"example_scenarios/spear/instances/test/qcplin2006.6215.cnf","375162","0.0271999835968"
"example_scenarios/spear/instances/test/qcplin2006.37487.cnf","12096238","0.0425899028778"
"example_scenarios/spear/instances/test/qcplin2006.4455.cnf","8848577","0.00788998603821"
"example_scenarios/spear/instances/test/qcplin2006.48775.cnf","14449789","0.00738883018494"
"example_scenarios/spear/instances/test/qcplin2006.34621.cnf","2533094","0.0062620639801"
