"Validation Configuration ID:1","Instance","OverallObjective","Run #1"
"","example_scenarios/spear/instances/test/qcplin2006.6215.cnf","0.0142149925232","0.0142149925232"
"","example_scenarios/spear/instances/test/qcplin2006.37487.cnf","0.0143311023712","0.0143311023712"
"","example_scenarios/spear/instances/test/qcplin2006.4455.cnf","0.00301790237427","0.00301790237427"
"","example_scenarios/spear/instances/test/qcplin2006.48775.cnf","0.00349116325378","0.00349116325378"
"","example_scenarios/spear/instances/test/qcplin2006.34621.cnf","0.00312685966492","0.00312685966492"
"","Overall Objective On Test Set","0.007636404037474"
