1,2.0,1.0,0.0305328369140625,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
2,1.0,2.0,0.2836761474609375,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
3,1.0,1.0,0.5455780029296875,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0
4,1.0,1.0,0.1566925048828125,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0
5,2.0,1.0,0.5754852294921875,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
6,1.0,2.0,0.8643951416015625,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
7,1.0,1.0,0.1667938232421875,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
8,1.0,1.0,0.7039031982421875,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
9,1.0,2.0,0.1824798583984375,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
10,2.0,1.0,0.5754852294921875,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
11,1.0,2.0,0.4811248779296875,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
12,1.0,1.0,0.4459686279296875,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
13,1.0,2.0,0.6826019287109375,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
14,2.0,2.0,0.8643951416015625,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
15,2.0,1.0,0.9152374267578125,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
16,2.0,1.0,0.3915252685546875,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
17,1.0,1.0,0.8035125732421875,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0
18,2.0,2.0,0.6023712158203125,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
19,2.0,2.0,0.9918060302734375,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
20,2.0,2.0,0.8119354248046875,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0
21,1.0,2.0,0.4662017822265625,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0
22,1.0,1.0,0.1667938232421875,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
23,1.0,2.0,0.9535369873046875,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0
24,2.0,2.0,0.6540069580078125,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
25,2.0,1.0,0.4422149658203125,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
26,2.0,2.0,0.7336578369140625,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
27,2.0,2.0,0.5866851806640625,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0
28,2.0,1.0,0.0148468017578125,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
29,2.0,2.0,0.5957183837890625,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
30,1.0,1.0,0.3004913330078125,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
31,1.0,1.0,0.7657928466796875,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
32,2.0,1.0,0.3656463623046875,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
33,2.0,1.0,0.7328338623046875,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
34,1.0,1.0,0.5837249755859375,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0
35,1.0,2.0,0.8332977294921875,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
36,1.0,2.0,0.3624114990234375,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
37,1.0,2.0,0.6053619384765625,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
38,2.0,1.0,0.3399810791015625,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
39,2.0,2.0,0.2490386962890625,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0
40,2.0,1.0,0.4372406005859375,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0
41,2.0,2.0,0.8437347412109375,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
